Posting Date,CustomerName,BILL TO STATE,Item/Service Description(sku),Segment,Basic Value,TOTAL COGS
28/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Madhya Pradesh,BTW100 XTREME WH,45440PAYTM E-COMMERCE PVT. LTD-B2CMadhya PradeshBTW100 XTREME WH,"1,113.56",638.86
28/05/2024,CUSTOMER REPLACEMENT,Uttar Pradesh,BTW100-XTREME-WH,45440CUSTOMER REPLACEMENTUttar PradeshBTW100-XTREME-WH,"1,069.96",795.55
28/05/2024,FLIPKART MARKETPLACE (DELHI),Haryana,BTW12-KHROME-BL,45440FLIPKART MARKETPLACE (DELHI)HaryanaBTW12-KHROME-BL,"1,016.10",627.57
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM06 BK,253.39,151.28
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Uttar Pradesh,BTW100 XTREME BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)Uttar PradeshBTW100 XTREME BK,"1,069.96",624.5
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)KeralaEM06 BK,253.39,151.28
28/05/2024,DELHIVERY-COD,Uttar Pradesh,SBA10 BK,45440DELHIVERY-CODUttar PradeshSBA10 BK,994.92,581.46
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW100-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)MaharashtraBTW100-XTREME-BL,"1,070.34",600.74
28/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 TYPE C BK,45440FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 TYPE C BK,455.08,374.58
28/05/2024,CUSTOMER REPLACEMENT,Karnataka,BTW100 KHROME-BK,45440CUSTOMER REPLACEMENTKarnatakaBTW100 KHROME-BK,"1,079.66",603.41
28/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,BTW300-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)GujaratBTW300-XTREME-BL,"1,355.08",706.63
28/05/2024,FLIPKART MARKETPLACE (DELHI),Rajasthan,BTW100 XTREME WH,45440FLIPKART MARKETPLACE (DELHI)RajasthanBTW100 XTREME WH,"1,071.19",638.86
28/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Madhya Pradesh,SBW550 BK,45440PAYTM E-COMMERCE PVT. LTD-B2CMadhya PradeshSBW550 BK,"8,528.81","5,801.08"
28/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)BiharEM06 BK,253.39,151.28
28/05/2024,CASHFREE,Tamil Nadu,EM06-TYPE-C-BK,45440CASHFREETamil NaduEM06-TYPE-C-BK,350.85,197.08
28/05/2024,FLIPKART MARKETPLACE (DELHI),Madhya Pradesh,TS120 BK,45440FLIPKART MARKETPLACE (DELHI)Madhya PradeshTS120 BK,"8,050.00","3,931.00"
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),West Bengal,SBA20-PRO-BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)West BengalSBA20-PRO-BK,"1,408.09",706.27
28/05/2024,FLIPKART MARKETPLACE (DELHI),Rajasthan,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)RajasthanEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)KeralaEM06 BK,253.39,151.28
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,EM10 BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaEM10 BK,520.34,330
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Gujarat,SBA10 GOLD,45440Simpl (BIL Sigma Technologies Pvt Ltd)GujaratSBA10 GOLD,908.94,497.47
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,BTW300 WH,45440Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraBTW300 WH,"1,230.97",626.34
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,EM06 BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)DelhiEM06 BK,266.1,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM06-TYPE-C-BL,338.14,195.96
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW100-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)MaharashtraBTW100-XTREME-BL,"1,080.51",600.75
28/05/2024,CASHFREE,Gujarat,EM06-TYPE-C-BK,45440CASHFREEGujaratEM06-TYPE-C-BK,350.85,197.08
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,SBA15 Bk,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduSBA15 Bk,792.37,550
28/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)BiharEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)KarnatakaEM06-TYPE-C-BL,338.14,195.96
28/05/2024,CASHFREE,Kerala,BTW20 BK,45440CASHFREEKeralaBTW20 BK,677.97,802
28/05/2024,BlueDart Express Limited-COD,Delhi,BTW100 KHROME WH,45440BlueDart Express Limited-CODDelhiBTW100 KHROME WH,"1,079.66",614.88
28/05/2024,DELHIVERY-COD,Kerala,ATOMIK BB50 BK,45440DELHIVERY-CODKeralaATOMIK BB50 BK,"4,723.73","2,545.44"
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,BTW100-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)West BengalBTW100-XTREME-BL,"1,070.34",600.75
28/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)OdishaEM06-TYPE-C-BL,338.14,195.96
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)KeralaEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttarakhand,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)UttarakhandEM01 BK,338.14,166.98
28/05/2024,FLIPKART MARKETPLACE (DELHI),Himachal Pradesh,EM06-TYPE-C-BK,45440FLIPKART MARKETPLACE (DELHI)Himachal PradeshEM06-TYPE-C-BK,338.14,197.08
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM06 BK,253.39,151.28
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Tamil Nadu,EM10 BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)Tamil NaduEM10 BK,520.34,330
28/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)GujaratEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Haryana,BTW09-AIR-BK,45440FLIPKART MARKETPLACE (DELHI)HaryanaBTW09-AIR-BK,846.61,443.63
28/05/2024,FLIPKART MARKETPLACE (DELHI),Jharkhand,BTW09-AIR-BL,45440FLIPKART MARKETPLACE (DELHI)JharkhandBTW09-AIR-BL,592.37,438.57
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,BTW100-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduBTW100-XTREME-BL,"1,080.51",600.75
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)KeralaEM06 BK,253.39,151.28
28/05/2024,BlueDart Express Limited-COD,Maharashtra,BTW100-XTREME-BL,45440BlueDart Express Limited-CODMaharashtraBTW100-XTREME-BL,"1,164.41",600.74
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM01 BK,422.88,162.17
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Tamil Nadu,EM06-TYPE-C-BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)Tamil NaduEM06-TYPE-C-BK,350.85,197.08
28/05/2024,CASHFREE,Uttar Pradesh,EM06 BK,45440CASHFREEUttar PradeshEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM06 BK,253.39,151.28
28/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Telangana,BTW100 KHROME WH,45440PAYTM E-COMMERCE PVT. LTD-B2CTelanganaBTW100 KHROME WH,725,614.88
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM06-TYPE-C-BL,338.14,195.96
28/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)OdishaEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)KarnatakaEM06 BK,253.39,151.28
28/05/2024,CUSTOMER REPLACEMENT,Kerala,EM06-TYPE-C-BK,45440CUSTOMER REPLACEMENTKeralaEM06-TYPE-C-BK,338.14,197.08
28/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Haryana,BTW100 XTREME BK,45440ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHHaryanaBTW100 XTREME BK,631.01,631.01
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM06-TYPE-C-BL,338.14,195.96
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,BTW100-KHROME-PR,45440Simpl (BIL Sigma Technologies Pvt Ltd)DelhiBTW100-KHROME-PR,944.07,646.97
28/05/2024,DELHIVERY-COD,Delhi,SBA20-KONCERT-BK,45440DELHIVERY-CODDelhiSBA20-KONCERT-BK,"1,588.14",732.69
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,BTW300-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)BiharBTW300-XTREME-BL,"1,355.08",706.63
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,SBA30 BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraSBA30 BK,"2,499.15","1,402.90"
28/05/2024,FLIPKART MARKETPLACE (DELHI),Manipur,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)ManipurEM06 BK,253.39,151.28
28/05/2024,TATACLIQ MARKETPLACE,Andhra Pradesh,BTW100-LITE-BK,45440TATACLIQ MARKETPLACEAndhra PradeshBTW100-LITE-BK,592.37,447.53
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Tamil Nadu,SBA10 GOLD,45440Simpl (BIL Sigma Technologies Pvt Ltd)Tamil NaduSBA10 GOLD,908.94,497.47
28/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 BK,338.14,162.17
28/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Delhi,BTW100 XTREME WH,45440PAYTM E-COMMERCE PVT. LTD-B2CDelhiBTW100 XTREME WH,"1,059.32",638.86
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,SBA30 BK,45440FLIPKART MARKETPLACE (DELHI)BiharSBA30 BK,"2,288.14","1,402.90"
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM01 BK,338.14,162.17
28/05/2024,CUSTOMER REPLACEMENT,Delhi,BT03 BK,45440CUSTOMER REPLACEMENTDelhiBT03 BK,804.24,415.92
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM06 BK,253.39,151.28
28/05/2024,CASHFREE,Madhya Pradesh,EM06-TYPE-C-BK,45440CASHFREEMadhya PradeshEM06-TYPE-C-BK,350.85,196.6
28/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)OdishaEM06 BK,253.39,151.28
28/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Haryana,BTW300-PLATINUM-BK,45440ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHHaryanaBTW300-PLATINUM-BK,"3,012.04","3,012.04"
28/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)BiharEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Punjab,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)PunjabEM06 BK,253.39,151.28
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Tamil Nadu,BTW100 KHROME BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)Tamil NaduBTW100 KHROME BK,989.45,603.41
28/05/2024,DELHIVERY-COD,Delhi,SBW150-NXT-BK,45440DELHIVERY-CODDelhiSBW150-NXT-BK,"4,787.29","3,033.65"
28/05/2024,TATACLIQ MARKETPLACE,Gujarat,BTW100-LITE-BL,45440TATACLIQ MARKETPLACEGujaratBTW100-LITE-BL,592.37,703.76
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM06-TYPE-C-BL,338.14,195.96
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,SBA20-PRO-BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)DelhiSBA20-PRO-BK,"1,150.47",706.27
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Kerala,SBA15 Bk,45440Simpl (BIL Sigma Technologies Pvt Ltd)KeralaSBA15 Bk,829.66,402.09
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,BTW100-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshBTW100-XTREME-BL,"1,080.51",600.75
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06 BK,253.39,151.28
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,SBA10 BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraSBA10 BK,908.94,581.46
28/05/2024,BlueDart Express Limited-COD,Gujarat,BTW100-XTREME-BL,45440BlueDart Express Limited-CODGujaratBTW100-XTREME-BL,"1,164.41",600.75
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Uttar Pradesh,SBA20-PRO-BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)Uttar PradeshSBA20-PRO-BK,"1,408.09",706.27
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Andhra Pradesh,SBA10 GOLD,45440Simpl (BIL Sigma Technologies Pvt Ltd)Andhra PradeshSBA10 GOLD,908.94,497.47
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduEM01 BK,422.88,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06 BK,253.39,151.28
28/05/2024,CUSTOMER REPLACEMENT,Uttar Pradesh,BT03 BK,45440CUSTOMER REPLACEMENTUttar PradeshBT03 BK,804.24,415.92
28/05/2024,CASHFREE,Haryana,EM06-TYPE-C-BK,45440CASHFREEHaryanaEM06-TYPE-C-BK,350.85,196.61
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM01 TYPE C BK,45440FLIPKART MARKETPLACE (DELHI)KeralaEM01 TYPE C BK,455.08,374.58
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06 BK,253.39,151.28
28/05/2024,CASHFREE,Tamil Nadu,BTW20 BK,45440CASHFREETamil NaduBTW20 BK,660.17,730.11
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,EM06-TYPE-C-BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaEM06-TYPE-C-BK,350.85,197.08
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,SBA15 Bk,45440Simpl (BIL Sigma Technologies Pvt Ltd)DelhiSBA15 Bk,829.66,550
28/05/2024,BlueDart Express Limited-COD,Delhi,BTW100 XTREME WH,45440BlueDart Express Limited-CODDelhiBTW100 XTREME WH,"1,164.41",588.39
28/05/2024,BlueDart Express Limited-COD,Delhi,BTW100 XTREME BK,45440BlueDart Express Limited-CODDelhiBTW100 XTREME BK,"1,164.41",624.5
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,BTW100-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshBTW100-XTREME-BL,"1,070.34",600.74
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,BTW100 XTREME BK,45440FLIPKART MARKETPLACE (DELHI)KeralaBTW100 XTREME BK,"1,080.51",624.5
28/05/2024,DELHIVERY-COD,Haryana,SBA15 Bk,45440DELHIVERY-CODHaryanaSBA15 Bk,829.66,402.09
28/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM01 BK,338.14,162.17
28/05/2024,DELHIVERY-COD,Haryana,SBA10 BK,45440DELHIVERY-CODHaryanaSBA10 BK,994.92,581.46
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM06 BK,253.39,149.27
28/05/2024,IMAGECRAFT TECHNOLOGIES INDIA PRIVATE LIMITED,Punjab,ATOMIK-PS30-PRO,45440IMAGECRAFT TECHNOLOGIES INDIA PRIVATE LIMITEDPunjabATOMIK-PS30-PRO,"20,330.00","14,015.70"
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Meghalaya,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)MeghalayaEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)KeralaEM06 BK,253.39,149.27
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW100-XTREME-BL,45440FLIPKART MARKETPLACE (DELHI)MaharashtraBTW100-XTREME-BL,"1,100.85",600.75
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,338.14,162.17
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Madhya Pradesh,EM06-TYPE-C-BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)Madhya PradeshEM06-TYPE-C-BK,350.85,197.08
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Kerala,EM06-TYPE-C-BL,45440Simpl (BIL Sigma Technologies Pvt Ltd)KeralaEM06-TYPE-C-BL,350.85,195.96
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM01 TYPE C BK,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM01 TYPE C BK,455.08,374.58
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06-TYPE-C-BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM06-TYPE-C-BK,338.14,196.61
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduEM01 BK,338.14,162.17
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Telangana,EM06-TYPE-C-BK,45440Simpl (BIL Sigma Technologies Pvt Ltd)TelanganaEM06-TYPE-C-BK,350.85,197.08
28/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)West BengalEM01 BK,422.88,162.17
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Chandigarh,EM06-TYPE-C-BL,45440Simpl (BIL Sigma Technologies Pvt Ltd)ChandigarhEM06-TYPE-C-BL,350.85,196.6
28/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,SBA20-PRO-BK,45440FLIPKART MARKETPLACE (DELHI)Andhra PradeshSBA20-PRO-BK,"1,439.83",706.27
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,SBA20-PRO-BK,45440FLIPKART MARKETPLACE (DELHI)OdishaSBA20-PRO-BK,"1,439.83",706.27
28/05/2024,CASHFREE,Uttar Pradesh,EM06 BK,45440CASHFREEUttar PradeshEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Chattisgarh,BTW09-AIR-BK,45440FLIPKART MARKETPLACE (DELHI)ChattisgarhBTW09-AIR-BK,804.24,443.63
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM06 BK,253.39,151.28
28/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Telangana,SBA30 BK,45440PAYTM E-COMMERCE PVT. LTD-B2CTelanganaSBA30 BK,"2,457.63","1,402.90"
28/05/2024,FLIPKART MARKETPLACE (DELHI),Jharkhand,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)JharkhandEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)OdishaEM06 BK,253.39,151.28
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,BTW100-XTREME-BL,45440Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaBTW100-XTREME-BL,"1,069.96",600.74
28/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06-TYPE-C-BK,45440FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06-TYPE-C-BK,338.14,197.08
28/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Uttar Pradesh,BTW100-XTREME-BL,45440PAYTM E-COMMERCE PVT. LTD-B2CUttar PradeshBTW100-XTREME-BL,"1,059.32",600.75
28/05/2024,FLIPKART MARKETPLACE (DELHI),Punjab,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)PunjabEM01 BK,338.14,162.17
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM06-TYPE-C-BL,338.14,195.96
28/05/2024,TATACLIQ MARKETPLACE,Telangana,BTW100-LITE-BL,45440TATACLIQ MARKETPLACETelanganaBTW100-LITE-BL,592.37,703.76
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Goa,BTW100 KHROME BL,45440Simpl (BIL Sigma Technologies Pvt Ltd)GoaBTW100 KHROME BL,"1,002.37",615.03
28/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,BTW09-AIR-BK,45440FLIPKART MARKETPLACE (DELHI)KarnatakaBTW09-AIR-BK,846.61,443.63
28/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,BTW12 KHROME WH,45440FLIPKART MARKETPLACE (DELHI)KeralaBTW12 KHROME WH,"1,016.10",652.61
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06-TYPE-C-BL,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM06-TYPE-C-BL,338.14,195.96
28/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Kerala,SBA10 BK,45440PAYTM E-COMMERCE PVT. LTD-B2CKeralaSBA10 BK,956.78,581.46
28/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)GujaratEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45440FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,338.14,162.17
28/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Uttar Pradesh,EM06-TYPE-C-BL,45440Simpl (BIL Sigma Technologies Pvt Ltd)Uttar PradeshEM06-TYPE-C-BL,350.85,195.96
28/05/2024,FLIPKART MARKETPLACE (DELHI),Haryana,EM06 BK,45440FLIPKART MARKETPLACE (DELHI)HaryanaEM06 BK,253.39,151.28
28/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,SBA10 GOLD,45440FLIPKART MARKETPLACE (DELHI)Uttar PradeshSBA10 GOLD,931.36,497.47
